================================================================================
  Auto-patterns benchmark: detailed breakdown
================================================================================

Metric                   Baseline         Head           Delta
-----------------------------------------------------------------
Wall time (s)               912.7        978.7      +66.0 (+7.2%)
Z3 time (s)                1595.7       1546.5      -49.3 (-3.1%)
Z3 rlimit                  2763.5       2646.4     -117.1 (-4.2%)
Queries                     26189        26163        -26 (-0.1%)

==============================================================================================================
  Per-module breakdown (sorted by rlimit delta)
==============================================================================================================

Module                                       BQ     HQ      DQ      BRlim     HRlim   DRlim(%)    BZ3(s)   HZ3(s)
Pulse.Lib.SeqMatch                          332    332      +0        7.0       7.0      +0.0%       4.0      4.3
Pulse.Lib.SeqMatch.Util                      93     93      +0        1.2       1.2      +0.0%       0.7      0.8
Pulse.Lib.Shift                              21     21      +0        0.2       0.2      +0.0%       0.1      0.3
Pulse.Lib.Slice.Util                         46     46      +0        0.9       0.9      +0.0%       0.4      0.6
Pulse.Lib.Sort.Merge.Common                  11     11      +0        0.1       0.1      +0.0%       0.1      0.1
Pulse.Lib.Spec.AVLTree                       37     37      +0       10.5      10.5      +0.0%       2.9      3.6
Pulse.Lib.SpinLock                           40     40      +0        0.7       0.7      +0.0%       0.5      0.7
Pulse.Lib.Swap.Common                        26     26      +0        0.6       0.6      +0.0%       0.3      0.5
Pulse.Lib.Tank                               20     20      +0        0.3       0.3      +0.0%       0.2      0.4
Pulse.Lib.TotalOrder                          1      1      +0        0.0       0.0      +0.0%       0.0      0.1
Pulse.Lib.Trade                              26     26      +0        0.3       0.3      +0.0%       0.2      0.4
Pulse.Lib.Vec                                51     51      +0        0.4       0.4      +0.0%       0.3      0.5
Pulse.Lib.WhileLoop                           2      2      +0        0.0       0.0      +0.0%       0.1      0.1
Pulse.Lib.WithPure                           27     27      +0        0.2       0.2      +0.0%       0.1      0.2
Pulse.PP                                      2      2      +0        0.0       0.0      +0.0%       0.0      0.1
Pulse.Readback                                4      4      +0        0.4       0.4      +0.0%       0.1      0.1
Pulse.Show                                    4      4      +0        0.0       0.0      +0.0%       0.1      0.1
Pulse.Simplify                                7      7      +0        0.1       0.1      +0.0%       0.1      0.2
Pulse.Syntax.Base                           113    113      +0        5.0       5.0      +0.0%       1.5      1.9
Pulse.Syntax.Builder                          5      5      +0        0.1       0.1      +0.0%       0.1      0.1
Pulse.Syntax.Printer                         21     21      +0        1.5       1.5      +0.0%       0.6      1.0
Pulse.Syntax.Pure                            28     28      +0        1.9       1.9      +0.0%       0.6      0.5
Pulse.VC                                     16     16      +0        0.2       0.2      +0.0%       0.3      0.3
PulseBug100                                   4      4      +0        0.1       0.1      +0.0%       0.3      0.2
Pure                                         10     10      +0        0.1       0.1      +0.0%       0.4      0.4
Quals                                         3      3      +0        0.1       0.1      +0.0%       0.2      0.2
Queens                                        6      6      +0        0.4       0.4      +0.0%       1.6      0.3
QuickSort.Array                               8      8      +0        7.3       7.3      +0.0%       4.9      4.7
QuickSort.List                               10     10      +0        1.0       1.0      +0.0%       0.8      0.8
QuickTest                                    60     60      +0        0.5       0.5      +0.0%       2.9      2.5
RBTree                                       25     25      +0        7.3       7.3      +0.0%       4.2      4.0
RW                                           29     29      +0        1.9       1.9      +0.0%       1.2      1.1
RW.RWI                                        3      3      +0        0.1       0.1      +0.0%       0.0      0.0
Raise                                         3      3      +0        0.0       0.0      +0.0%       0.2      0.2
Raising                                       1      1      +0        0.0       0.0      +0.0%       0.2      0.2
RandomTapes                                   4      4      +0        2.1       2.1      +0.0%       1.6      1.3
RangeOf                                       3      3      +0        0.0       0.0      +0.0%       0.2      0.2
RecordCtor                                    1      1      +0        0.0       0.0      +0.0%       0.2      0.2
RecordFieldAttributes                         3      3      +0        0.1       0.1      +0.0%       0.2      0.2
RecordFieldDisambiguation                     1      1      +0        0.0       0.0      +0.0%       0.1      0.1
RecordFieldOperator                           3      3      +0        0.0       0.0      +0.0%       0.4      0.3
RecordOfArrays                               16     16      +0        0.1       0.1      +0.0%       0.3      0.3
RecordOpen                                    4      4      +0        0.0       0.0      +0.0%       0.2      0.2
RecordWithRefs                                1      1      +0        0.0       0.0      +0.0%       0.1      0.1
Records                                      14     14      +0        0.1       0.1      +0.0%       0.3      0.3
Recursive                                     4      4      +0        0.1       0.1      +0.0%       0.2      0.2
ReduceRecUnderMatch                           1      1      +0        0.0       0.0      +0.0%       0.2      0.1
RefNew                                        1      1      +0        0.0       0.0      +0.0%       0.2      0.2
Refinements                                   6      6      +0        0.0       0.0      +0.0%       0.2      0.2
ReflectionMisc                                1      1      +0        0.1       0.1      +0.0%       0.2      0.2
Registers.List                                4      4      +0        0.1       0.1      +0.0%       0.2      0.2
ReifyTest                                     1      1      +0        0.2       0.2      +0.0%       0.4      0.3
Rel                                           1      1      +0        0.0       0.0      +0.0%       0.2      0.1
RevealHideCoercions                           1      1      +0        0.0       0.0      +0.0%       0.1      0.2
Rewrite.Monoid                                3      3      +0        0.0       0.0      +0.0%       0.2      0.2
RewriteEachUnfold                             6      6      +0        0.0       0.0      +0.0%       0.3      0.3
RewriteNopWarning                             4      4      +0        0.0       0.0      +0.0%       0.3      0.3
RightFlexible                                 1      1      +0        0.0       0.0      +0.0%       0.2      0.1
RunST                                        53     53      +0        2.2       2.2      +0.0%       1.3      1.4
RunST.EFF                                     3      3      +0        0.0       0.0      +0.0%       0.0      0.0
Russell                                       3      3      +0        0.0       0.0      +0.0%       0.3      0.3
SMTEncoding                                   2      2      +0        0.0       0.0      +0.0%       0.2      0.1
SMTPatSymbols                                 5      5      +0        0.0       0.0      +0.0%       1.1      1.0
SMTSync                                       2      2      +0        0.0       0.0      +0.0%       0.2      0.2
STLC.Infer                                   11     11      +0        0.2       0.2      +0.0%       0.6      0.7
ScopeOfBinderGuard                            1      1      +0        0.0       0.0      +0.0%       0.4      0.3
SealedModel                                   4      4      +0        0.0       0.0      +0.0%       0.2      0.1
Sec1.GST                                      6      6      +0        0.1       0.1      +0.0%       0.2      0.2
Sec2.HIFC.HST                                 3      3      +0        0.0       0.0      +0.0%       0.0      0.0
SeqCalc                                       1      1      +0        0.0       0.0      +0.0%       0.2      0.2
SeqLit                                        5      5      +0        0.1       0.1      +0.0%       1.5      0.9
Sequences                                     6      6      +0        0.1       0.1      +0.0%       0.8      0.7
SfBasic                                      57     57      +0        0.3       0.3      +0.0%       0.5      0.4
SfLists                                      70     70      +0        0.6       0.6      +0.0%       0.6      0.6
SfPoly                                       66     66      +0        1.1       1.1      +0.0%       1.0      1.0
ShortCircuitEffect                            1      1      +0        0.0       0.0      +0.0%       0.1      0.1
SigeltOpts                                    3      3      +0        0.1       0.1      +0.0%       0.1      0.1
SigeltOpts2                                   1      1      +0        0.0       0.0      +0.0%       0.3      0.2
Simple                                        5      5      +0        0.1       0.1      +0.0%       0.4      0.3
Simple.Test                                   3      3      +0        0.0       0.0      +0.0%       0.1      0.2
SimplePrintf                                  9      9      +0        0.2       0.2      +0.0%       0.4      0.3
SimplePrintfReify                            12     12      +0        0.6       0.6      +0.0%       0.6      0.5
SimplifiedFStarSet                            8      8      +0        0.1       0.1      +0.0%       0.2      0.2
Simplifier                                    4      4      +0        0.0       0.0      +0.0%       0.3      0.3
SnapshotST                                   21     21      +0        0.4       0.4      +0.0%       0.3      0.3
Splice                                        4      4      +0        0.1       0.1      +0.0%       0.3      0.4
Splice2                                       2      2      +0        0.0       0.0      +0.0%       0.1      0.1
SpliceVal                                     3      3      +0        0.1       0.1      +0.0%       0.5      0.6
Split                                         1      1      +0        0.0       0.0      +0.0%       0.2      0.2
StRel                                         4      4      +0        0.1       0.1      +0.0%       0.2      0.3
StackMachine                                 59     59      +0        1.3       1.3      +0.0%       1.1      1.0
State                                         1      1      +0        0.0       0.0      +0.0%       0.1      0.2
StatefulLens                                  9      9      +0        1.9       1.9      +0.0%       0.9      0.9
StlcCbvDbParSubst                            42     42      +0        3.3       3.3      +0.0%       2.0      1.8
StlcCbvDbPntSubstNoLists                     37     37      +0        1.0       1.0      +0.0%       0.7      0.7
StlcStrongDbParSubst                         52     52      +0        1.5       1.5      +0.0%       1.3      1.1
StrictUnfolding                              55     55      +0        0.8       0.8      +0.0%       3.4      3.4
StringNormalization                          30     30      +0        0.9       0.9      +0.0%       2.3      2.1
SyntaxBasics                                  1      1      +0        0.0       0.0      +0.0%       0.2      0.2
Synthesis                                     8      8      +0        0.0       0.0      +0.0%       0.2      0.2
TReflGuards                                   2      2      +0        0.0       0.0      +0.0%       0.1      0.2
TWal1107                                      6      6      +0        0.0       0.0      +0.0%       0.3      0.3
Termination                                  24     24      +0        0.3       0.3      +0.0%       0.6      0.6
Test.Basic1                                   7      7      +0        0.1       0.1      +0.0%       0.2      0.2
Test.Break                                    4      4      +0        0.0       0.0      +0.0%       0.1      0.2
Test.CanonMonoid                              5      5      +0        0.0       0.0      +0.0%       0.2      0.2
Test.ConstantTime.Integers                    6      6      +0        0.1       0.1      +0.0%       0.2      0.2
Test.ConstantTimeIntegers                    12     12      +0        0.2       0.2      +0.0%       0.3      0.4
Test.FunctionalExtensionality                36     36      +0        0.6       0.6      +0.0%       0.8      0.6
Test.IFC                                      6      6      +0        0.1       0.1      +0.0%       0.3      0.3
Test.Integers                                16     16      +0        0.4       0.4      +0.0%       0.4      0.4
Test.JoinInference                           18     18      +0        0.2       0.2      +0.0%       0.3      0.2
Test.Matcher                                 10     10      +0        0.1       0.1      +0.0%       0.3      0.5
Test.NBE                                      5      5      +0        0.0       0.0      +0.0%       0.4      0.3
Test.Printf                                   2      2      +0        0.0       0.0      +0.0%       0.3      0.2
Test.Real                                    22     22      +0        0.1       0.1      +0.0%       0.3      0.3
Test.Recursion                               44     44      +0        0.4       0.4      +0.0%       0.6      0.9
Test.TypeRepr                                10     10      +0        0.1       0.1      +0.0%       0.2      0.3
TestBV                                       11     11      +0        0.0       0.0      +0.0%       0.2      0.2
TestBadDec                                    3      3      +0        0.0       0.0      +0.0%       0.2      0.1
TestGhost                                     2      2      +0        0.0       0.0      +0.0%       0.1      0.1
TestHasEq                                    66     66      +0        0.3       0.3      +0.0%       1.8      1.6
TestHeap                                      5      5      +0        0.0       0.0      +0.0%       0.2      0.2
TestHoareST                                  10     10      +0        0.0       0.0      +0.0%       0.2      0.4
TestImmutableArray                            4      4      +0        0.0       0.0      +0.0%       0.2      0.2
TestMRef                                      9      9      +0        0.3       0.3      +0.0%       0.3      0.3
TestPrint                                     4      4      +0        1.8       1.8      +0.0%       1.1      1.0
TestPrintable                                 1      1      +0        0.0       0.0      +0.0%       0.1      0.0
TestQueue                                     7      7      +0        0.4       0.4      +0.0%       0.3      0.3
TestST                                        9      9      +0        0.1       0.1      +0.0%       0.3      0.3
TestST.ST                                     3      3      +0        0.0       0.0      +0.0%       0.0      0.0
TestSealed                                    5      5      +0        0.1       0.1      +0.0%       0.2      0.2
TestSeq                                       2      2      +0        0.0       0.0      +0.0%       0.2      0.2
TestSet                                       1      1      +0        0.0       0.0      +0.0%       0.1      0.2
TestTwoLevelHeap                              1      1      +0        0.1       0.1      +0.0%       0.2      0.3
Tests                                         3      3      +0        0.1       0.1      +0.0%       0.2      0.2
TopLevelIndexedEffects                        3      3      +0        0.0       0.0      +0.0%       0.2      0.2
Trace                                        11     11      +0        0.3       0.3      +0.0%       0.4      0.5
Trans                                         1      1      +0        0.0       0.0      +0.0%       0.1      0.1
TransparentMap                                5      5      +0        0.0       0.0      +0.0%       0.2      0.2
TupleFun                                      3      3      +0        0.0       0.0      +0.0%       0.2      0.2
Tutorial                                     10     10      +0        0.0       0.0      +0.0%       0.7      0.9
TypeclassesAlt                               14     14      +0        1.5       1.5      +0.0%       1.4      1.4
TypeclassesWithRefinements                    1      1      +0        0.0       0.0      +0.0%       0.1      0.1
UInt32                                       15     15      +0        0.1       0.1      +0.0%       0.5      0.4
UInt32BV                                     16     16      +0        0.2       0.2      +0.0%       0.5      0.5
Unfold                                        1      1      +0        0.0       0.0      +0.0%       0.2      0.2
UnfoldArgs                                    2      2      +0        0.0       0.0      +0.0%       0.1      0.2
UnfoldFst                                     2      2      +0        0.0       0.0      +0.0%       0.2      0.2
UnicodeOperators                              1      1      +0        0.0       0.0      +0.0%       0.2      0.2
UnificationCrash                              1      1      +0        0.0       0.0      +0.0%       0.2      0.2
UnificationVariableEscapes                   24     24      +0        0.4       0.4      +0.0%       0.5      0.4
UnifierArith                                  1      1      +0        0.0       0.0      +0.0%       0.3      0.2
Unify                                         2      2      +0        0.0       0.0      +0.0%       0.3      0.3
UnifyMatch                                    6      6      +0        0.0       0.0      +0.0%       0.2      0.2
UnifyRefs                                    12     12      +0        0.0       0.0      +0.0%       0.2      0.3
UnifyReify                                    1      1      +0        0.0       0.0      +0.0%       0.2      0.1
Unit1.Basic                                  64     64      +0        0.6       0.6      +0.0%       1.0      0.9
Unit1.Parser                                  1      1      +0        0.0       0.0      +0.0%       0.2      0.1
Unit1.Projectors1                             5      5      +0        0.0       0.0      +0.0%       0.2      0.1
Unit1.RecursiveTypeFunctions                 12     12      +0        0.1       0.1      +0.0%       0.4      0.4
Unit1.TopLevelPats                            4      4      +0        0.0       0.0      +0.0%       0.2      0.3
Unit1.UnificationTests                        3      3      +0        0.0       0.0      +0.0%       0.4      0.3
Unit1.WPsAndTriples                           6      6      +0        0.0       0.0      +0.0%       0.2      0.2
Unit1.WPsAndTriples_ST                        1      1      +0        0.0       0.0      +0.0%       0.2      0.2
Unit2                                        30     30      +0        0.1       0.1      +0.0%       1.2      1.2
UnitTests                                    14     14      +0        0.1       0.1      +0.0%       0.4      0.2
Universes                                    15     15      +0        0.0       0.0      +0.0%       0.2      0.2
Univs                                         2      2      +0        0.0       0.0      +0.0%       0.1      0.1
UnreachableJoin                               5      5      +0        0.0       0.0      +0.0%       0.2      0.2
UnrefineAttr                                  2      2      +0        0.0       0.0      +0.0%       0.2      0.2
UserTactics                                  18     18      +0        0.1       0.1      +0.0%       0.3      0.3
ValLetRec                                     4      4      +0        0.0       0.0      +0.0%       0.3      0.4
VariantsWithRecords                          20     20      +0        0.1       0.1      +0.0%       0.3      0.3
Vec                                          31     31      +0        0.5       0.5      +0.0%       0.8      0.8
VecAlloc                                      2      2      +0        0.0       0.0      +0.0%       0.2      0.2
VecErased                                     6      6      +0        0.1       0.1      +0.0%       0.2      0.3
VecErasedExplicit                             6      6      +0        0.1       0.1      +0.0%       0.3      0.2
Vector                                       18     18      +0        0.2       0.2      +0.0%       0.3      0.3
WarnOnUse                                     1      1      +0        0.0       0.0      +0.0%       0.1      0.2
While                                        21     21      +0        0.2       0.2      +0.0%       0.3      0.4
Wild                                          1      1      +0        0.0       0.0      +0.0%       0.1      0.1
WithPureTest                                  6      6      +0        0.0       0.0      +0.0%       0.2      0.2
WorkingWithSquashedProofs                     5      5      +0        0.0       0.0      +0.0%       0.0      0.0
X64.Machine_s                                20     20      +0        0.1       0.1      +0.0%       0.3      0.3
X64.Poly1305.Bitvectors_i                   171    171      +0       12.3      12.3      +0.0%       8.7      7.9
X64.Poly1305.Spec_s                           4      4      +0        1.3       1.3      +0.0%       1.1      1.2
X64.Print_s                                  12     12      +0        0.3       0.3      +0.0%       0.4      0.4
X64.Semantics_s                              59     59      +0        3.3       3.3      +0.0%       2.5      2.1
X64.Vale.Lemmas_i                            14     14      +0        0.5       0.5      +0.0%       0.8      0.8
X64.Vale.Regs_i                               2      2      +0        0.0       0.0      +0.0%       0.2      0.2
X64.Vale.StateLemmas_i                       19     19      +0        0.9       0.9      +0.0%       0.8      0.8
X64.Vale.State_i                              5      5      +0        0.1       0.1      +0.0%       0.3      0.4
Ex04a                                         4      4      +0        0.1       0.1      +0.0%       0.4      0.5
Ex10a                                        14     14      +0        0.2       0.2      +0.0%       0.6      0.6
FStar.DM4F.IntStore                          18     18      +0        0.2       0.2      +0.0%       0.5      0.5
CanonCommSemiring.Test                      123    123      +0        2.0       2.0      +0.0%       6.1      3.3
Ex07b                                        69     69      +0        5.1       5.1      +0.0%       3.0      3.4
Bug3207                                     172    172      +0        9.6       9.6      +0.0%       6.5      5.2
FStar.List.Tot.Properties                   154    154      +0        6.9       6.9      +0.0%       2.5      2.4
Typeclasses                                  14     14      +0        1.0       1.0      +0.1%       1.0      0.9
FStar.Reflection.V1.Derived.Lemmas           11     11      +0        0.6       0.6      +0.2%       0.3      0.3
FStar.ReflexiveTransitiveClosure             22     22      +0        0.4       0.4      +0.3%       0.3      0.3
InjectiveTypeFormers.Explicit                 5      5      +0        0.0       0.0      +4.0%       0.5      0.5
Sec2.HIFC.HIFC                                3      3      +0        0.2       0.2      +0.6%       0.1      0.1
TwoPhaseTC                                   14     14      +0        0.1       0.1      +1.2%       0.3      0.3
LatticeEff                                   24     24      +0        0.9       0.9      +0.1%       0.6      0.6
TestCasts                                     1      1      +0        2.0       2.0      +0.1%       1.9      2.0
Pulse.Lib.RingBuffer                         93     93      +0        7.8       7.8      +0.0%       2.4      2.9
Part3.DataTypesALaCarte                      37     37      +0       19.4      19.4      +0.0%      18.3     12.4
Bug2496                                       6      6      +0        0.2       0.2      +1.3%       0.9      0.9
ReifyTestTSST                                 6      6      +0        0.2       0.2      +1.2%       0.5      0.5
Pulse.Typing.FV                              70     70      +0       58.7      58.7      +0.0%      13.1     20.5
ImmutableSTwHeaps                             9      9      +0        0.1       0.1      +3.7%       0.3      0.2
Ariadne                                      26     26      +0        1.3       1.3      +0.3%       0.8      0.7
Pulse.Lib.Slice                             106    106      +0        2.0       2.0      +0.3%       0.9      1.5
FStar.Seq.Permutation                        52     52      +0        8.7       8.7      +0.1%       3.3      3.7
FStar.FiniteMap.Base                         41     41      +0        1.4       1.4      +0.6%       0.5      0.7
X64.Vale.StrongPost_i                        63     63      +0        2.9       2.9      +0.3%       1.7      2.1
Pulse.Lib.PCM.Map                            13     13      +0        1.0       1.0      +1.4%       0.4      0.6
Pulse.Lib.RWLock                            173    173      +0        9.5       9.5      +0.2%       4.0      4.9
Pulse.Checker.Return                          4      4      +0        8.3       8.3      +0.3%       1.7      2.1
Pulse.Lib.Array                              77     77      +0        4.7       4.7      +0.6%       1.8      2.4
Pulse.Lib.Task                              264    264      +0        8.8       8.8      +0.4%       3.8      4.2
BinaryTreesEnumeration                       41     41      +0        2.6       2.7      +1.4%       2.7      2.6
Pulse.Class.BoundedIntegers                  28     28      +0        1.9       1.9      +2.3%       1.8      1.7
Pulse.Main                                   10     10      +0        5.3       5.4      +1.2%       2.0      2.6
Pulse.Lib.BoundedIntegers                    31     31      +0        2.4       2.5      +4.1%       1.0      1.3
FStar.UInt                                  511    511      +0       48.5      48.6      +0.3%      18.5     21.9
Pulse.Checker.WithLocalArray                  6      6      +0       40.3      40.5      +0.5%       6.4      6.4
IfcDelimitedRelease                          29     29      +0        3.5       3.7      +5.6%       2.7      2.6
LeftistHeap                                  91     91      +0        5.5       6.0      +9.5%       3.8      3.9
IfcRules                                     16     16      +0        4.9       5.5     +12.4%       3.8      3.2
Pulse.Checker.Prover.Substs                  54     54      +0        4.7       5.4     +14.9%       1.6      2.4
FStar.UInt128                               250    250      +0       35.7      36.5      +2.1%      13.4     16.9
Ex06d                                        12     12      +0        1.3       2.1     +57.7%       0.9      1.5
Pulse.Lib.Swap.Spec                          54     54      +0        5.9       6.9     +16.3%       1.6      2.2
FStar.BitVector                             128    128      +0        7.3       8.5     +16.8%       2.0      2.4
AlgForAll                                    29     29      +0        6.1       7.7     +25.5%       8.4      4.3
X64.Poly1305.Math_i                          49     49      +0        1.5       3.7    +138.1%       2.2      3.8
PulseCore.Preorder                           53     53      +0       27.6      29.9      +8.5%       5.9      7.1
FStar.Matrix                                216    216      +0       60.7      63.8      +5.1%      15.6     20.8
Lib.Vec.Lemmas                              100    100      +0       18.6      22.4     +20.5%       9.4     10.5
Pulse.Lib.HashTable                         411    411      +0       64.7      73.5     +13.6%      16.9     18.4
Pulse.Lib.HashTable.Spec                    253    253      +0       42.0      61.0     +45.3%      12.8     15.6
--------------------------------------------------------------------------------------------------------------
TOTAL                                     26189  26163     -26     2763.5    2646.4      -4.2%    1595.7   1546.5
